area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,lq_disclosure_code,lq_annual_avg_estabs,lq_annual_avg_emplvl,lq_total_annual_wages,lq_taxable_annual_wages,lq_annual_contributions,lq_annual_avg_wkly_wage,lq_avg_annual_pay,oty_disclosure_code,oty_annual_avg_estabs_chg,oty_annual_avg_estabs_pct_chg,oty_annual_avg_emplvl_chg,oty_annual_avg_emplvl_pct_chg,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg,oty_annual_contributions_chg,oty_annual_contributions_pct_chg,oty_annual_avg_wkly_wage_chg,oty_annual_avg_wkly_wage_pct_chg,oty_avg_annual_pay_chg,oty_avg_annual_pay_pct_chg
C1782,0,10,40,0,2007,A,NA,18638,253927,10092324870,2315110439,44312978,764,39745,NA,1,1,1,1,1,1,1,NA,446,2.5,2005,0.8,437511192,4.5,35336745,1.6,-6528795,-12.8,27,3.7,1420,3.7
C1974,0,10,40,0,2007,A,NA,87190,1225517,61496751662,12399537697,225854738,965,50180,NA,1,1,1,1,1,1,1,NA,1445,1.7,25327,2.1,3609040631,6.2,337546149,2.8,-39649484,-14.9,37,4,1948,4
C2266,0,10,40,0,2007,A,NA,10304,130265,5123975295,1152079559,20073221,756,39335,NA,1,1,1,1,1,1,1,NA,271,2.7,2930,2.3,292863006,6.1,27120874,2.4,-3670097,-15.5,26,3.6,1395,3.7
C2430,0,10,40,0,2007,A,NA,5110,61540,2229079028,570157587,10042393,697,36221,NA,1,1,1,1,1,1,1,NA,307,6.4,3570,6.2,273794804,14,48779275,9.4,-1356312,-11.9,48,7.4,2492,7.4
C2454,0,10,40,0,2007,A,NA,6069,82909,3073097199,824832131,12909832,713,37066,NA,1,1,1,1,1,1,1,NA,158,2.7,2504,3.1,247356997,8.8,51822083,6.7,-1919884,-12.9,37,5.5,1922,5.5
C3938,0,10,40,0,2007,A,NA,3435,56803,1849038047,472410229,9862011,626,32552,NA,1,1,1,1,1,1,1,NA,-16,-0.5,1650,3,142565234,8.4,31504297,7.1,-74244,-0.7,31,5.2,1611,5.2
C1450,0,10,40,0,2008,A,NA,12976,162252,8673159268,1479837130,24642826,1028,53455,NA,1,1,1,1,1,1,1,NA,114,0.9,2268,1.4,234790877,2.8,-892816,-0.1,-2191145,-8.2,14,1.4,710,1.3
C1782,0,10,40,0,2008,A,NA,18394,251853,10319225959,2262084090,40529789,788,40973,NA,1,1,1,1,1,1,1,NA,-244,-1.3,-2074,-0.8,226901089,2.2,-53026349,-2.3,-3783189,-8.5,24,3.1,1228,3.1
C1974,0,10,40,0,2008,A,NA,86831,1236647,63402425366,12406709209,213333904,986,51270,NA,1,1,1,1,1,1,1,NA,-359,-0.4,11130,0.9,1905673704,3.1,7171512,0.1,-12520834,-5.5,21,2.2,1090,2.2
C2266,0,10,40,0,2008,A,NA,10430,131244,5269954450,1148052415,18660169,772,40154,NA,1,1,1,1,1,1,1,NA,126,1.2,979,0.8,145979155,2.8,-4027144,-0.3,-1413052,-7,16,2.1,819,2.1
C2430,0,10,40,0,2008,A,NA,5328,64504,2531558071,618524830,10314131,755,39246,NA,1,1,1,1,1,1,1,NA,218,4.3,2964,4.8,302479043,13.6,48367243,8.5,271738,2.7,58,8.3,3025,8.4
C2454,0,10,40,0,2008,A,NA,6084,83491,3231078852,828598191,12021287,744,38700,NA,1,1,1,1,1,1,1,NA,15,0.2,582,0.7,157981653,5.1,3766060,0.5,-888545,-6.9,31,4.3,1634,4.4
C3938,0,10,40,0,2008,A,NA,3421,57248,1949539086,467531878,9153279,655,34055,NA,1,1,1,1,1,1,1,NA,-14,-0.4,445,0.8,100501039,5.4,-4878351,-1,-708732,-7.2,29,4.6,1503,4.6
C1450,0,10,40,0,2009,A,NA,12910,152906,8017283796,1341407011,20963502,1008,52433,NA,1,1,1,1,1,1,1,NA,-66,-0.5,-9346,-5.8,-655875472,-7.6,-138430119,-9.4,-3679324,-14.9,-20,-1.9,-1022,-1.9
C1782,0,10,40,0,2009,A,NA,17969,241148,10100439302,2105156441,36764705,805,41885,NA,1,1,1,1,1,1,1,NA,-425,-2.3,-10705,-4.3,-218786657,-2.1,-156927649,-6.9,-3765084,-9.3,17,2.2,912,2.2
C1974,0,10,40,0,2009,A,NA,85317,1182496,61174573676,11460917930,189690992,995,51733,NA,1,1,1,1,1,1,1,NA,-1514,-1.7,-54151,-4.4,-2227851690,-3.5,-945791279,-7.6,-23642912,-11.1,9,0.9,463,0.9
C2266,0,10,40,0,2009,A,NA,10202,126436,5089162382,1076607659,17181880,774,40251,NA,1,1,1,1,1,1,1,NA,-228,-2.2,-4808,-3.7,-180792068,-3.4,-71444756,-6.2,-1478289,-7.9,2,0.3,97,0.2
C2430,0,10,40,0,2009,A,NA,5210,60264,2317114365,547881735,8533582,739,38450,NA,1,1,1,1,1,1,1,NA,-118,-2.2,-4240,-6.6,-214443706,-8.5,-70643095,-11.4,-1780549,-17.3,-16,-2.1,-796,-2
C2454,0,10,40,0,2009,A,NA,5948,79302,2986184528,752272185,10412014,724,37656,NA,1,1,1,1,1,1,1,NA,-136,-2.2,-4189,-5,-244894324,-7.6,-76326006,-9.2,-1609273,-13.4,-20,-2.7,-1044,-2.7
C3938,0,10,40,0,2009,A,NA,3333,55680,1942644104,444070098,8572123,671,34889,NA,1,1,1,1,1,1,1,NA,-88,-2.6,-1568,-2.7,-6894982,-0.4,-23461780,-5,-581156,-6.3,16,2.4,834,2.4
C1450,0,10,40,0,2010,A,NA,12873,152118,8263729324,1340466579,28405126,1045,54325,NA,1,1,1,1,1,1,1,NA,-37,-0.3,-788,-0.5,246445528,3.1,-940432,-0.1,7441624,35.5,37,3.7,1892,3.6
C1782,0,10,40,0,2010,A,NA,17656,239008,10201325134,2092697295,46655009,821,42682,NA,1,1,1,1,1,1,1,NA,-313,-1.7,-2140,-0.9,100885832,1,-12459146,-0.6,9890304,26.9,16,2,797,1.9
C1974,0,10,40,0,2010,A,NA,84271,1175079,62147176972,11437150894,254038330,1017,52888,NA,1,1,1,1,1,1,1,NA,-1046,-1.2,-7417,-0.6,972603296,1.6,-23767036,-0.2,64347338,33.9,22,2.2,1155,2.2
C2266,0,10,40,0,2010,A,NA,10029,126653,5168466249,1082266659,22471033,785,40808,NA,1,1,1,1,1,1,1,NA,-173,-1.7,217,0.2,79303867,1.6,5659000,0.5,5289153,30.8,11,1.4,557,1.4
C2430,0,10,40,0,2010,A,NA,4934,57329,2178076669,499215010,10274729,731,37993,NA,1,1,1,1,1,1,1,NA,-276,-5.3,-2935,-4.9,-139037696,-6,-48666725,-8.9,1741147,20.4,-8,-1.1,-457,-1.2
C2454,0,10,40,0,2010,A,NA,5809,78658,3077509878,754312900,14731319,752,39125,NA,1,1,1,1,1,1,1,NA,-139,-2.3,-644,-0.8,91325350,3.1,2040715,0.3,4319305,41.5,28,3.9,1469,3.9
C3938,0,10,40,0,2010,A,NA,3263,55701,1972324248,442695087,10187430,681,35409,NA,1,1,1,1,1,1,1,NA,-70,-2.1,21,0,29680144,1.5,-1375011,-0.3,1615307,18.8,10,1.5,520,1.5
C1450,0,10,40,0,2011,A,NA,12887,156134,8643103459,1395988575,49571826,1065,55357,NA,1,1,1,1,1,1,1,NA,14,0.1,4016,2.6,379374135,4.6,55521996,4.1,21166700,74.5,20,1.9,1032,1.9
C1782,0,10,40,0,2011,A,NA,17544,241968,10488971548,2118264965,77346180,834,43349,NA,1,1,1,1,1,1,1,NA,-112,-0.6,2960,1.2,287646414,2.8,25567670,1.2,30691171,65.8,13,1.6,667,1.6
C1974,0,10,40,0,2011,A,NA,83831,1195555,64892397563,11751054244,433091107,1044,54278,NA,1,1,1,1,1,1,1,NA,-440,-0.5,20476,1.7,2745220591,4.4,313903350,2.7,179052777,70.5,27,2.7,1390,2.6
C2266,0,10,40,0,2011,A,NA,9968,128806,5422836249,1119269643,39468998,810,42101,NA,1,1,1,1,1,1,1,NA,-61,-0.6,2153,1.7,254370000,4.9,37002984,3.4,16997965,75.6,25,3.2,1293,3.2
C2430,0,10,40,0,2011,A,NA,4770,57701,2261294214,514072359,19194059,754,39190,NA,1,1,1,1,1,1,1,NA,-164,-3.3,372,0.6,83217545,3.8,14857349,3,8919330,86.8,23,3.1,1197,3.2
C2454,0,10,40,0,2011,A,NA,5769,82114,3336993005,807705086,27894719,782,40639,NA,1,1,1,1,1,1,1,NA,-40,-0.7,3456,4.4,259483127,8.4,53392186,7.1,13163400,89.4,30,4,1514,3.9
C3938,0,10,40,0,2011,A,NA,3203,56550,2056915967,449377935,16662785,699,36374,NA,1,1,1,1,1,1,1,NA,-60,-1.8,849,1.5,84591719,4.3,6682848,1.5,6475355,63.6,18,2.6,965,2.7
C1450,0,10,40,0,2012,A,NA,13148,160710,9149093483,1561473607,51454392,1095,56929,NA,1,1,1,1,1,1,1,NA,261,2,4576,2.9,505990024,5.9,165485032,11.9,1882566,3.8,30,2.8,1572,2.8
C1782,0,10,40,0,2012,A,NA,17696,244483,10829165009,2316228060,80120505,852,44294,NA,1,1,1,1,1,1,1,NA,152,0.9,2515,1,340193461,3.2,197963095,9.3,2774325,3.6,18,2.2,945,2.2
C1974,0,10,40,0,2012,A,NA,85629,1231468,69020935001,13162435208,456888531,1078,56048,NA,1,1,1,1,1,1,1,NA,1798,2.1,35913,3,4128537438,6.4,1411380964,12,23797424,5.5,34,3.3,1770,3.3
C2266,0,10,40,0,2012,A,NA,10164,132614,5706003871,1263659828,41668242,827,43027,NA,1,1,1,1,1,1,1,NA,196,2,3808,3,283167622,5.2,144390185,12.9,2199244,5.6,17,2.1,926,2.2
C2430,0,10,40,0,2012,A,NA,4771,58329,2322722040,557514924,19866561,766,39821,NA,1,1,1,1,1,1,1,NA,1,0,628,1.1,61427826,2.7,43442565,8.5,672502,3.5,12,1.6,631,1.6
C2454,0,10,40,0,2012,A,NA,5850,85411,3589154081,911810493,30158527,808,42022,NA,1,1,1,1,1,1,1,NA,81,1.4,3297,4,252161076,7.6,104105407,12.9,2263808,8.1,26,3.3,1383,3.4
C3938,0,10,40,0,2012,A,NA,3147,56513,2105503656,489028355,17271746,716,37257,NA,1,1,1,1,1,1,1,NA,-56,-1.7,-37,-0.1,48587689,2.4,39650420,8.8,608961,3.7,17,2.4,883,2.4
C1450,0,10,40,0,2013,A,NA,13360,164576,9546926730,1653580351,41780634,1116,58009,NA,1,1,1,1,1,1,1,NA,212,1.6,3866,2.4,397833247,4.3,92106744,5.9,-9673758,-18.8,21,1.9,1080,1.9
C1782,0,10,40,0,2013,A,NA,17797,249896,11050295447,2434526587,68657805,850,44220,NA,1,1,1,1,1,1,1,NA,101,0.6,5413,2.2,221130438,2,118298527,5.1,-11462700,-14.3,-2,-0.2,-74,-0.2
C1974,0,10,40,0,2013,A,NA,87259,1277062,71702326939,14160012280,385759407,1080,56146,NA,1,1,1,1,1,1,1,NA,1630,1.9,45594,3.7,2681391938,3.9,997577072,7.6,-71129124,-15.6,2,0.2,98,0.2
C2266,0,10,40,0,2013,A,NA,10324,137151,5957441330,1330676666,33937059,835,43437,NA,1,1,1,1,1,1,1,NA,160,1.6,4537,3.4,251437459,4.4,67016838,5.3,-7731183,-18.6,8,1,410,1
C2430,0,10,40,0,2013,A,NA,4685,58407,2320985904,564194681,16544809,764,39738,NA,1,1,1,1,1,1,1,NA,-86,-1.8,78,0.1,-1736136,-0.1,6679757,1.2,-3321752,-16.7,-2,-0.3,-83,-0.2
C2454,0,10,40,0,2013,A,NA,5976,90403,3903076368,1018881063,26902750,830,43174,NA,1,1,1,1,1,1,1,NA,126,2.2,4992,5.8,313922287,8.7,107070570,11.7,-3255777,-10.8,22,2.7,1152,2.7
C3938,0,10,40,0,2013,A,NA,3095,56610,2119471366,499729787,14017995,720,37440,NA,1,1,1,1,1,1,1,NA,-52,-1.7,97,0.2,13967710,0.7,10701432,2.2,-3253751,-18.8,4,0.6,183,0.5
C1450,0,10,40,0,2014,A,NA,13612,169023,10117304237,1783626540,42828910,1151,59858,NA,1,1,1,1,1,1,1,NA,252,1.9,4447,2.7,570377507,6,130046189,7.9,1048276,2.5,35,3.1,1849,3.2
C1782,0,10,40,0,2014,A,NA,17907,255308,11554507528,2608097576,72590223,870,45257,NA,1,1,1,1,1,1,1,NA,110,0.6,5412,2.2,504212081,4.6,173570989,7.1,3932418,5.7,20,2.4,1037,2.3
C1974,0,10,40,0,2014,A,NA,89288,1326793,77315630607,15409368671,399406655,1121,58273,NA,1,1,1,1,1,1,1,NA,2029,2.3,49731,3.9,5613303668,7.8,1249356391,8.8,13647248,3.5,41,3.8,2127,3.8
C2266,0,10,40,0,2014,A,NA,10589,141746,6470797674,1481884986,37702163,878,45651,NA,1,1,1,1,1,1,1,NA,265,2.6,4595,3.4,513356344,8.6,151208320,11.4,3765104,11.1,43,5.1,2214,5.1
C2430,0,10,40,0,2014,A,NA,4673,59948,2432417991,601789406,17231608,780,40575,NA,1,1,1,1,1,1,1,NA,-12,-0.3,1541,2.6,111432087,4.8,37594725,6.7,686799,4.2,16,2.1,837,2.1
C2454,0,10,40,0,2014,A,NA,6212,98530,4494192366,1194044471,31609841,877,45613,NA,1,1,1,1,1,1,1,NA,236,3.9,8127,9,591115998,15.1,175163408,17.2,4707091,17.5,47,5.7,2439,5.6
C3938,0,10,40,0,2014,A,NA,3074,57560,2239163555,533922677,15727040,748,38901,NA,1,1,1,1,1,1,1,NA,-21,-0.7,950,1.7,119692189,5.6,34192890,6.8,1709045,12.2,28,3.9,1461,3.9
C1450,0,10,40,0,2015,A,NA,14252,172735,10684683014,1870706517,39645465,1190,61856,NA,1,1,1,1,1,1,1,NA,640,4.7,3712,2.2,567378777,5.6,87079977,4.9,-3183445,-7.4,39,3.4,1998,3.3
C1782,0,10,40,0,2015,A,NA,18788,263618,12213059175,2760743575,66881511,891,46329,NA,1,1,1,1,1,1,1,NA,881,4.9,8310,3.3,658551647,5.7,152645999,5.9,-5708712,-7.9,21,2.4,1072,2.4
C1974,0,10,40,0,2015,A,NA,94464,1377612,82477541065,16386843678,367808754,1151,59870,NA,1,1,1,1,1,1,1,NA,5176,5.8,50819,3.8,5161910458,6.7,977475007,6.3,-31597901,-7.9,30,2.7,1597,2.7
C2266,0,10,40,0,2015,A,NA,11188,147455,6960163221,1558286143,32996311,908,47202,NA,1,1,1,1,1,1,1,NA,599,5.7,5709,4,489365547,7.6,76401157,5.2,-4705852,-12.5,30,3.4,1551,3.4
C2430,0,10,40,0,2015,A,NA,4745,59801,2474462676,606459029,14816715,796,41378,NA,1,1,1,1,1,1,1,NA,72,1.5,-147,-0.2,42044685,1.7,4669623,0.8,-2414893,-14,16,2.1,803,2
C2454,0,10,40,0,2015,A,NA,6665,101497,4731056490,1247099811,28280887,896,46613,NA,1,1,1,1,1,1,1,NA,453,7.3,2967,3,236864124,5.3,53055340,4.4,-3328954,-10.5,19,2.2,1000,2.2
C3938,0,10,40,0,2015,A,NA,3119,58592,2334277654,545030934,15182881,766,39840,NA,1,1,1,1,1,1,1,NA,45,1.5,1032,1.8,95114099,4.2,11108257,2.1,-544159,-3.5,18,2.4,939,2.4
